label	[a1,a2,a3,a4,a6]	ord_p(N) for p in [2,3,7]
47628.h2	[0,0,0,0,3969]	2 5 2
47628.i1	[0,0,0,0,-47628]	2 5 2
47628.i2	[0,0,0,0,1764]	2 5 2
47628.j1	[0,0,0,0,-28812]	2 5 2
47628.j2	[0,0,0,0,777924]	2 5 2
47628.k1	[0,0,0,0,-5445468]	2 5 2
47628.k2	[0,0,0,0,201684]	2 5 2
47628.l1	[0,0,0,0,-63]	2 5 2
47628.l2	[0,0,0,0,1701]	2 5 2
47628.m1	[0,0,0,0,-27783]	2 5 2
47628.m2	[0,0,0,0,1029]	2 5 2
47628.n1	[0,0,0,0,-12348]	2 5 2
47628.n2	[0,0,0,0,333396]	2 5 2
47628.o1	[0,0,0,0,-111132]	2 5 2
47628.o2	[0,0,0,0,4116]	2 5 2
47628.p1	[0,0,0,0,-151263]	2 5 2
47628.p2	[0,0,0,0,4084101]	2 5 2
47628.q1	[0,0,0,0,-252]	2 5 2
47628.q2	[0,0,0,0,6804]	2 5 2
47628.r1	[0,0,0,0,-567]	2 5 2
47628.r2	[0,0,0,0,21]	2 5 2
47628.s1	[0,0,0,-1746360,-888278076]	2 5 2
47628.s2	[0,0,0,-17640,-1675212]	2 5 2
47628.t1	[0,0,0,-194040,32899188]	2 5 2
47628.t2	[0,0,0,-158760,45230724]	2 5 2
47628.u1	[0,0,0,0,-7203]	2 5 2
47628.u2	[0,0,0,0,194481]	2 5 2
47628.v1	[0,0,0,0,-2333772]	2 5 2
47628.v2	[0,0,0,0,86436]	2 5 2
47628.w1	[0,0,0,0,-11907]	2 5 2
47628.w2	[0,0,0,0,441]	2 5 2
47628.x1	[0,0,0,0,-583443]	2 5 2
47628.x2	[0,0,0,0,21609]	2 5 2
47628.y1	[0,0,0,0,-588]	2 5 2
47628.y2	[0,0,0,0,15876]	2 5 2
47628.z1	[0,0,0,0,-2268]	2 5 2
47628.z2	[0,0,0,0,84]	2 5 2
47628.ba1	[0,0,0,0,-3087]	2 5 2
47628.ba2	[0,0,0,0,83349]	2 5 2
47628.bb1	[0,0,0,0,-605052]	2 5 2
47628.bb2	[0,0,0,0,16336404]	2 5 2
47628.bc1	[0,0,0,0,-1361367]	2 5 2
47628.bc2	[0,0,0,0,50421]	2 5 2
47628.bd1	[0,0,0,-3087,-100842]	2 5 2
47628.be1	[0,0,0,-567,-7938]	2 5 2
47628.bf1	[0,0,0,-37044,-2744343]	2 5 2
47628.bg1	[0,0,0,441,-10290]	2 5 2
47628.bh1	[0,0,0,-10584,465108]	2 5 2
47628.bi1	[0,0,0,-6804,-216027]	2 5 2
47628.bj1	[0,0,0,-13671,615342]	2 5 2
47628.bj2	[0,0,0,3969,2055942]	2 5 2
48384.a1	[0,0,0,-216,-3456]	8 3 1
48384.b1	[0,0,0,-6,16]	8 3 1
48384.c1	[0,0,0,-66,-376]	8 3 1
48384.d1	[0,0,0,-2376,81216]	8 3 1
48384.e1	[0,0,0,-66,376]	8 3 1
48384.f1	[0,0,0,-2376,-81216]	8 3 1
48384.g1	[0,0,0,-216,3456]	8 3 1
48384.h1	[0,0,0,-6,-16]	8 3 1
48384.i1	[0,0,0,-594,10152]	8 3 1
48384.j1	[0,0,0,-264,-3008]	8 3 1
48384.k1	[0,0,0,-24,128]	8 3 1
48384.l1	[0,0,0,-54,-432]	8 3 1
48384.m1	[0,0,0,-24,-128]	8 3 1
48384.n1	[0,0,0,-54,432]	8 3 1
48384.o1	[0,0,0,-594,-10152]	8 3 1
48384.p1	[0,0,0,-264,3008]	8 3 1
54432.a1	[0,0,0,648,-6480]	5 5 1
54432.b1	[0,0,0,-27,30]	5 5 1
54432.c1	[0,0,0,-27,-30]	5 5 1
54432.d1	[0,0,0,648,6480]	5 5 1
54432.e1	[0,0,0,-1539,5994]	5 5 1
54432.f1	[0,0,0,36,-96]	5 5 1
54432.g1	[0,0,0,36,96]	5 5 1
54432.h1	[0,0,0,-1539,-5994]	5 5 1
54432.i1	[0,0,0,-13851,627426]	5 5 1
54432.j1	[0,0,0,-216,1584]	5 5 1
54432.k1	[0,0,0,324,-1440]	5 5 1
54432.l1	[0,0,0,-45036,-3862080]	5 5 1
54432.m1	[0,0,0,-45036,3862080]	5 5 1
54432.n1	[0,0,0,324,1440]	5 5 1
54432.o1	[0,0,0,-216,-1584]	5 5 1
54432.p1	[0,0,0,-13851,-627426]	5 5 1
54432.q1	[0,0,0,-108,576]	5 5 1
54432.r1	[0,0,0,-108,-576]	5 5 1
54432.s1	[0,0,0,-29160,1916784]	5 5 1
54432.t1	[0,0,0,-3240,-70992]	5 5 1
54432.u1	[0,0,0,-3240,70992]	5 5 1
54432.v1	[0,0,0,-29160,-1916784]	5 5 1
54432.w1	[0,0,0,-972,-15552]	5 5 1
54432.x1	[0,0,0,-972,15552]	5 5 1
54432.y1	[0,0,0,-5004,143040]	5 5 1
54432.z1	[0,0,0,2916,38880]	5 5 1
54432.ba1	[0,0,0,-1944,-42768]	5 5 1
54432.bb1	[0,0,0,-1539,-23238]	5 5 1
54432.bc1	[0,0,0,-1539,23238]	5 5 1
54432.bd1	[0,0,0,-1944,42768]	5 5 1
54432.be1	[0,0,0,2916,-38880]	5 5 1
54432.bf1	[0,0,0,-5004,-143040]	5 5 1
54432.bg1	[0,0,0,324,2592]	5 5 1
54432.bh1	[0,0,0,-171,-222]	5 5 1
54432.bi1	[0,0,0,-171,222]	5 5 1
54432.bj1	[0,0,0,324,-2592]	5 5 1
54432.bk1	[0,0,0,-243,-810]	5 5 1
54432.bl1	[0,0,0,72,240]	5 5 1
54432.bm1	[0,0,0,72,-240]	5 5 1
54432.bn1	[0,0,0,-243,810]	5 5 1
56448.a1	[0,0,0,-46452,-3759280]	7 2 2
56448.a2	[0,0,0,-6762,130340]	7 2 2
56448.b1	[0,0,0,-15582,-747740]	7 2 2
56448.b2	[0,0,0,-11172,-1179920]	7 2 2
56448.c1	[0,0,0,-72017652,235237494800]	7 2 2
56448.c2	[0,0,0,-4504962,3668968100]	7 2 2
56448.d1	[0,0,0,-72017652,-235237494800]	7 2 2
56448.d2	[0,0,0,-4504962,-3668968100]	7 2 2
56448.e1	[0,0,0,-367752,-85573600]	7 2 2
56448.e2	[0,0,0,-367437,-85727950]	7 2 2
56448.f1	[0,0,0,-367752,85573600]	7 2 2
56448.f2	[0,0,0,-367437,85727950]	7 2 2
56448.g1	[0,0,0,-15582,747740]	7 2 2
56448.g2	[0,0,0,-11172,1179920]	7 2 2
56448.h1	[0,0,0,-46452,3759280]	7 2 2
56448.h2	[0,0,0,-6762,-130340]	7 2 2
56448.i1	[0,0,0,-201684,-46521776]	7 2 2
56448.j1	[0,0,0,-1029,-16954]	7 2 2
56448.k1	[0,0,0,-84,-1456]	7 2 2
56448.l1	[0,0,0,-1029,-62426]	7 2 2
56448.m1	[0,0,0,-84,1456]	7 2 2
56448.n1	[0,0,0,-1029,62426]	7 2 2
56448.o1	[0,0,0,-201684,46521776]	7 2 2
56448.p1	[0,0,0,-1029,16954]	7 2 2
56448.q1	[0,0,0,-34986,-2487436]	7 2 2
56448.q2	[0,0,0,-4116,-6722800]	7 2 2
56448.r1	[0,0,0,-2856,-58016]	7 2 2
56448.r2	[0,0,0,-21,-2450]	7 2 2
56448.s1	[0,0,0,-193746,-32630276]	7 2 2
56448.s2	[0,0,0,-74676,-72304400]	7 2 2
56448.t1	[0,0,0,-15876,-740880]	7 2 2
56448.t2	[0,0,0,-2646,37044]	7 2 2
56448.u1	[0,0,0,-1176,-10976]	7 2 2
56448.u2	[0,0,0,-441,3430]	7 2 2
56448.v1	[0,0,0,-4116,93296]	7 2 2
56448.v2	[0,0,0,294,6860]	7 2 2
56448.w1	[0,0,0,-12936,340256]	7 2 2
56448.w2	[0,0,0,2499,37730]	7 2 2
56448.x1	[0,0,0,-12936,-340256]	7 2 2
56448.x2	[0,0,0,2499,-37730]	7 2 2
56448.y1	[0,0,0,-4116,-93296]	7 2 2
56448.y2	[0,0,0,294,-6860]	7 2 2
56448.z1	[0,0,0,-193746,32630276]	7 2 2
56448.z2	[0,0,0,-74676,72304400]	7 2 2
56448.ba1	[0,0,0,-15876,740880]	7 2 2
56448.ba2	[0,0,0,-2646,-37044]	7 2 2
56448.bb1	[0,0,0,-1176,10976]	7 2 2
56448.bb2	[0,0,0,-441,-3430]	7 2 2
56448.bc1	[0,0,0,-2856,58016]	7 2 2
56448.bc2	[0,0,0,-21,2450]	7 2 2
56448.bd1	[0,0,0,-34986,2487436]	7 2 2
56448.bd2	[0,0,0,-4116,6722800]	7 2 2
56448.be1	[0,0,0,-1705053,-856950514]	7 2 2
56448.bf1	[0,0,0,-139188,-19987184]	7 2 2
56448.bg1	[0,0,0,-1705053,856950514]	7 2 2
56448.bh1	[0,0,0,-139188,19987184]	7 2 2
56448.bi1	[0,0,0,-47245800,115197411616]	7 2 2
56448.bi2	[0,0,0,-10186365,-10463720582]	7 2 2
56448.bj1	[0,0,0,-40745460,83709764656]	7 2 2
56448.bj2	[0,0,0,-11811450,-14399676452]	7 2 2
56448.bk1	[0,0,0,-5880,142688]	7 2 2
56448.bk2	[0,0,0,735,13034]	7 2 2
56448.bl1	[0,0,0,-2100,-36848]	7 2 2
56448.bl2	[0,0,0,-210,196]	7 2 2
56448.bm1	[0,0,0,-41160,537824]	7 2 2
56448.bm2	[0,0,0,-25725,-1579858]	7 2 2
56448.bn1	[0,0,0,-840,-1568]	7 2 2
56448.bn2	[0,0,0,-525,4606]	7 2 2
56448.bo1	[0,0,0,-102900,12638864]	7 2 2
56448.bo2	[0,0,0,-10290,-67228]	7 2 2
56448.bp1	[0,0,0,-1470,-17836]	7 2 2
56448.bp2	[0,0,0,2940,-104272]	7 2 2
56448.bq1	[0,0,0,-385140,-91962416]	7 2 2
56448.bq2	[0,0,0,-27930,-945308]	7 2 2
56448.br1	[0,0,0,-17640,889056]	7 2 2
56448.br2	[0,0,0,-2205,-18522]	7 2 2
56448.bs1	[0,0,0,-817320,-284245472]	7 2 2
56448.bs2	[0,0,0,-61005,-2593766]	7 2 2
56448.bt1	[0,0,0,-244020,20750128]	7 2 2
56448.bt2	[0,0,0,-204330,35530684]	7 2 2
56448.bu1	[0,0,0,-111720,7562464]	7 2 2
56448.bu2	[0,0,0,-96285,11495302]	7 2 2
56448.bv1	[0,0,0,-8820,148176]	7 2 2
56448.bv2	[0,0,0,-4410,-111132]	7 2 2
56448.bw1	[0,0,0,-17640,-889056]	7 2 2
56448.bw2	[0,0,0,-2205,18522]	7 2 2
56448.bx1	[0,0,0,-385140,91962416]	7 2 2
56448.bx2	[0,0,0,-27930,945308]	7 2 2
56448.by1	[0,0,0,-244020,-20750128]	7 2 2
56448.by2	[0,0,0,-204330,-35530684]	7 2 2
56448.bz1	[0,0,0,-817320,284245472]	7 2 2
56448.bz2	[0,0,0,-61005,2593766]	7 2 2
56448.ca1	[0,0,0,-8820,-148176]	7 2 2
56448.ca2	[0,0,0,-4410,111132]	7 2 2
56448.cb1	[0,0,0,-111720,-7562464]	7 2 2
56448.cb2	[0,0,0,-96285,-11495302]	7 2 2
56448.cc1	[0,0,0,-5880,-142688]	7 2 2
56448.cc2	[0,0,0,735,-13034]	7 2 2
56448.cd1	[0,0,0,-2100,36848]	7 2 2
56448.cd2	[0,0,0,-210,-196]	7 2 2
56448.ce1	[0,0,0,-41160,-537824]	7 2 2
56448.ce2	[0,0,0,-25725,1579858]	7 2 2
56448.cf1	[0,0,0,-840,1568]	7 2 2
56448.cf2	[0,0,0,-525,-4606]	7 2 2
56448.cg1	[0,0,0,-102900,-12638864]	7 2 2
56448.cg2	[0,0,0,-10290,67228]	7 2 2
56448.ch1	[0,0,0,-1470,17836]	7 2 2
56448.ch2	[0,0,0,2940,104272]	7 2 2
56448.ci1	[0,0,0,-47245800,-115197411616]	7 2 2
56448.ci2	[0,0,0,-10186365,10463720582]	7 2 2
56448.cj1	[0,0,0,-40745460,-83709764656]	7 2 2
56448.cj2	[0,0,0,-11811450,14399676452]	7 2 2
56448.ck1	[0,0,0,-6820212,6855604112]	7 2 2
56448.cl1	[0,0,0,-34797,2498398]	7 2 2
56448.cm1	[0,0,0,-6820212,-6855604112]	7 2 2
56448.cn1	[0,0,0,-34797,-2498398]	7 2 2
56448.co1	[0,0,0,-139944,19899488]	7 2 2
56448.co2	[0,0,0,-1029,840350]	7 2 2
56448.cp1	[0,0,0,-714,7252]	7 2 2
56448.cp2	[0,0,0,-84,19600]	7 2 2
56448.cq1	[0,0,0,-1764,-27440]	7 2 2
56448.cq2	[0,0,0,-294,1372]	7 2 2
56448.cr1	[0,0,0,-10584,-296352]	7 2 2
56448.cr2	[0,0,0,-3969,92610]	7 2 2
56448.cs1	[0,0,0,-774984,261042208]	7 2 2
56448.cs2	[0,0,0,-18669,9038050]	7 2 2
56448.ct1	[0,0,0,-1029,-11662]	7 2 2
56448.ct2	[0,0,0,1176,-54880]	7 2 2
56448.cu1	[0,0,0,-3234,-42532]	7 2 2
56448.cu2	[0,0,0,9996,-301840]	7 2 2
56448.cv1	[0,0,0,-3234,42532]	7 2 2
56448.cv2	[0,0,0,9996,301840]	7 2 2
56448.cw1	[0,0,0,-1029,11662]	7 2 2
56448.cw2	[0,0,0,1176,54880]	7 2 2
56448.cx1	[0,0,0,-1764,27440]	7 2 2
56448.cx2	[0,0,0,-294,-1372]	7 2 2
56448.cy1	[0,0,0,-10584,296352]	7 2 2
56448.cy2	[0,0,0,-3969,-92610]	7 2 2
56448.cz1	[0,0,0,-774984,-261042208]	7 2 2
56448.cz2	[0,0,0,-18669,-9038050]	7 2 2
56448.da1	[0,0,0,-714,-7252]	7 2 2
56448.da2	[0,0,0,-84,-19600]	7 2 2
56448.db1	[0,0,0,-139944,-19899488]	7 2 2
56448.db2	[0,0,0,-1029,-840350]	7 2 2
56448.dc1	[0,0,0,-50421,5815222]	7 2 2
56448.dd1	[0,0,0,-4116,135632]	7 2 2
56448.de1	[0,0,0,-21,182]	7 2 2
56448.df1	[0,0,0,-4116,499408]	7 2 2
56448.dg1	[0,0,0,-21,-182]	7 2 2
56448.dh1	[0,0,0,-4116,-499408]	7 2 2
56448.di1	[0,0,0,-50421,-5815222]	7 2 2
56448.dj1	[0,0,0,-4116,-135632]	7 2 2
56448.dk1	[0,0,0,-27048,-1042720]	7 2 2
56448.dk2	[0,0,0,-11613,469910]	7 2 2
56448.dl1	[0,0,0,-62328,5981920]	7 2 2
56448.dl2	[0,0,0,-2793,147490]	7 2 2
56448.dm1	[0,0,0,-18019848,-29351744800]	7 2 2
56448.dm2	[0,0,0,-18004413,-29404686850]	7 2 2
56448.dn1	[0,0,0,-18019848,29351744800]	7 2 2
56448.dn2	[0,0,0,-18004413,29404686850]	7 2 2
56448.do1	[0,0,0,-1469748,685823600]	7 2 2
56448.do2	[0,0,0,-91938,10696700]	7 2 2
56448.dp1	[0,0,0,-1469748,-685823600]	7 2 2
56448.dp2	[0,0,0,-91938,-10696700]	7 2 2
56448.dq1	[0,0,0,-62328,-5981920]	7 2 2
56448.dq2	[0,0,0,-2793,-147490]	7 2 2
56448.dr1	[0,0,0,-27048,1042720]	7 2 2
56448.dr2	[0,0,0,-11613,-469910]	7 2 2
62208.a1	[0,0,0,-54,144]	8 5 0
62208.b1	[0,0,0,-1944,-31104]	8 5 0
62208.c1	[0,0,0,-54,-144]	8 5 0
62208.d1	[0,0,0,-1944,31104]	8 5 0
62208.e1	[0,0,0,-1458,-21384]	8 5 0
62208.f1	[0,0,0,-648,6336]	8 5 0
62208.g1	[0,0,0,-648,5184]	8 5 0
62208.h1	[0,0,0,-18,-24]	8 5 0
62208.i1	[0,0,0,-648,-5184]	8 5 0
62208.j1	[0,0,0,-18,24]	8 5 0
62208.k1	[0,0,0,-1458,21384]	8 5 0
62208.l1	[0,0,0,-648,-6336]	8 5 0
62208.m1	[0,0,0,-162,792]	8 5 0
62208.n1	[0,0,0,-5832,-171072]	8 5 0
62208.o1	[0,0,0,-72,-192]	8 5 0
62208.p1	[0,0,0,-162,648]	8 5 0
62208.q1	[0,0,0,-72,192]	8 5 0
62208.r1	[0,0,0,-162,-648]	8 5 0
62208.s1	[0,0,0,-162,-792]	8 5 0
62208.t1	[0,0,0,-5832,171072]	8 5 0
62208.u1	[0,0,0,-486,-3888]	8 5 0
62208.v1	[0,0,0,-216,1152]	8 5 0
62208.w1	[0,0,0,-486,3888]	8 5 0
62208.x1	[0,0,0,-216,-1152]	8 5 0
63504.a1	[0,0,0,-147,-1715]	4 4 2
63504.b1	[0,0,0,-19467,931770]	4 4 2
63504.c1	[0,0,0,-105987,11836930]	4 4 2
63504.d1	[0,0,0,-8379,364266]	4 4 2
63504.d2	[0,0,0,62181,-3093174]	4 4 2
63504.e1	[0,0,0,-519939,-373903614]	4 4 2
63504.e2	[0,0,0,56301,11985106]	4 4 2
63504.f1	[0,0,0,-5859,-167454]	4 4 2
63504.f2	[0,0,0,-819,8946]	4 4 2
63504.g1	[0,0,0,-572859,166885866]	4 4 2
63504.g2	[0,0,0,-8379,138474]	4 4 2
63504.h1	[0,0,0,-3969,-83349]	4 4 2
63504.h2	[0,0,0,-1029,12691]	4 4 2
63504.i1	[0,0,0,-43659,-3834054]	4 4 2
63504.i2	[0,0,0,3381,7546]	4 4 2
63504.j1	[0,0,0,-3695139,1282407714]	4 4 2
63504.j2	[0,0,0,-3118899,2120068594]	4 4 2
63504.k1	[0,0,0,-361179,82848906]	4 4 2
63504.k2	[0,0,0,-31899,-2127286]	4 4 2
63504.l1	[0,0,0,-17199,-870534]	4 4 2
63504.l2	[0,0,0,441,-6174]	4 4 2
63504.m1	[0,0,0,-21,35]	4 4 2
63504.n1	[0,0,0,3969,83349]	4 4 2
63504.o1	[0,0,0,-21,-49]	4 4 2
63504.p1	[0,0,0,-6321,-208201]	4 4 2
63504.q1	[0,0,0,6909,-719614]	4 4 2
63504.r1	[0,0,0,-9261,-453789]	4 4 2
63504.s1	[0,0,0,-75411,8834994]	4 4 2
63504.t1	[0,0,0,-9261,324135]	4 4 2
63504.u1	[0,0,0,1727397,200895786]	4 4 2
63504.v1	[0,0,0,-2723763,1730223026]	4 4 2
63504.v2	[0,0,0,-7203,-225694]	4 4 2
63504.w1	[0,0,0,-1323,-129654]	4 4 2
63504.x1	[0,0,0,-1323,-2646]	4 4 2
63504.y1	[0,0,0,-27783,1166886]	4 4 2
63504.z1	[0,0,0,-1588923,-770941206]	4 4 2
63504.ba1	[0,0,0,-24003,-1431486]	4 4 2
63504.ba2	[0,0,0,157437,48101634]	4 4 2
63504.bb1	[0,0,0,-36603,2784474]	4 4 2
63504.bc1	[0,0,0,-130683,-18185174]	4 4 2
63504.bc2	[0,0,0,357,5194]	4 4 2
63504.bd1	[0,0,0,-1323,1796634]	4 4 2
63504.be1	[0,0,0,-63,126]	4 4 2
63504.bf1	[0,0,0,-7203,-33614]	4 4 2
63504.bg1	[0,0,0,-1323,9261]	4 4 2
63504.bh1	[0,0,0,-500283,136198314]	4 4 2
63504.bh2	[0,0,0,-1323,-17766]	4 4 2
63504.bi1	[0,0,0,-844515,298716642]	4 4 2
63504.bi2	[0,0,0,-668115,426987666]	4 4 2
63504.bi3	[0,0,0,-33075,-2426382]	4 4 2
63504.bi4	[0,0,0,2205,-6174]	4 4 2
63504.bj1	[0,0,0,-2205,40131]	4 4 2
63504.bj2	[0,0,0,6615,213003]	4 4 2
63504.bk1	[0,0,0,-138915,12835746]	4 4 2
63504.bk2	[0,0,0,-56595,-5181358]	4 4 2
63504.bl1	[0,0,0,-509355,139896666]	4 4 2
63504.bl2	[0,0,0,-15435,-475398]	4 4 2
63504.bm1	[0,0,0,-10395,-407862]	4 4 2
63504.bm2	[0,0,0,-315,1386]	4 4 2
63504.bn1	[0,0,0,-2835,-37422]	4 4 2
63504.bn2	[0,0,0,-1155,15106]	4 4 2
63504.bo1	[0,0,0,-7600635,-8065349334]	4 4 2
63504.bo2	[0,0,0,-74235,-15814358]	4 4 2
63504.bo3	[0,0,0,-3675,89866]	4 4 2
63504.bo4	[0,0,0,19845,166698]	4 4 2
63504.bp1	[0,0,0,-19845,-1083537]	4 4 2
63504.bp2	[0,0,0,735,-7889]	4 4 2
63504.bq1	[0,0,0,-55587,-5044382]	4 4 2
63504.bq2	[0,0,0,-147,658]	4 4 2
63504.br1	[0,0,0,-147,-343]	4 4 2
63504.bs1	[0,0,0,-567,-3402]	4 4 2
63504.bt1	[0,0,0,-64827,907578]	4 4 2
63504.bu1	[0,0,0,-1176147,490999698]	4 4 2
63504.bu2	[0,0,0,3213,-140238]	4 4 2
63504.bv1	[0,0,0,-147,-66542]	4 4 2
63504.bw1	[0,0,0,-329427,-75180798]	4 4 2
63504.bx1	[0,0,0,-176547,28553378]	4 4 2
63504.by1	[0,0,0,-2667,53018]	4 4 2
63504.by2	[0,0,0,17493,-1781542]	4 4 2
63504.bz1	[0,0,0,-147,98]	4 4 2
63504.ca1	[0,0,0,-3087,-43218]	4 4 2
63504.cb1	[0,0,0,-147,4802]	4 4 2
63504.cc1	[0,0,0,-24513867,-46716021702]	4 4 2
63504.cc2	[0,0,0,-64827,6093738]	4 4 2
63504.cd1	[0,0,0,15546573,-5424186222]	4 4 2
63504.ce1	[0,0,0,-1029,-12005]	4 4 2
63504.cf1	[0,0,0,-8379,-327222]	4 4 2
63504.cg1	[0,0,0,-1029,16807]	4 4 2
63504.ch1	[0,0,0,-189,1323]	4 4 2
63504.ci1	[0,0,0,-56889,5621427]	4 4 2
63504.cj1	[0,0,0,62181,19429578]	4 4 2
63504.ck1	[0,0,0,441,-3087]	4 4 2
63504.cl1	[0,0,0,-189,-945]	4 4 2
63504.cm1	[0,0,0,-1911,32242]	4 4 2
63504.cm2	[0,0,0,3969,166698]	4 4 2
63504.cn1	[0,0,0,-28070091,-57241852038]	4 4 2
63504.cn2	[0,0,0,-410571,-47496582]	4 4 2
63504.co1	[0,0,0,-287091,57436722]	4 4 2
63504.co2	[0,0,0,-40131,-3068478]	4 4 2
63504.cp1	[0,0,0,-4851,142002]	4 4 2
63504.cp2	[0,0,0,30429,-203742]	4 4 2
63504.cq1	[0,0,0,-7371,-241542]	4 4 2
63504.cq2	[0,0,0,-651,6202]	4 4 2
63504.cr1	[0,0,0,-75411,-3738798]	4 4 2
63504.cr2	[0,0,0,-63651,-6180958]	4 4 2
63504.cs1	[0,0,0,-9261,-342657]	4 4 2
63504.cs2	[0,0,0,-441,3087]	4 4 2
63504.ct1	[0,0,0,-75411,-9835182]	4 4 2
63504.ct2	[0,0,0,6909,114562]	4 4 2
63504.cu1	[0,0,0,-57771,13848282]	4 4 2
63504.cu2	[0,0,0,506709,-323597862]	4 4 2
63504.cv1	[0,0,0,-953883,-319597110]	4 4 2
63504.cw1	[0,0,0,-2163,-34510]	4 4 2
63504.cx1	[0,0,0,-1323,46305]	4 4 2
72576.a1	[0,0,0,-5697,165510]	7 4 1
72576.b1	[0,0,0,-2532,-49040]	7 4 1
72576.c1	[0,0,0,-5697,-165510]	7 4 1
72576.d1	[0,0,0,-2532,49040]	7 4 1
72576.e1	[0,0,0,-594,-5724]	7 4 1
72576.f1	[0,0,0,-264,1696]	7 4 1
72576.g1	[0,0,0,-594,5724]	7 4 1
72576.h1	[0,0,0,-264,-1696]	7 4 1
72576.i1	[0,0,0,-468,-4464]	7 4 1
72576.j1	[0,0,0,-1053,15066]	7 4 1
72576.k1	[0,0,0,702,-5724]	7 4 1
72576.l1	[0,0,0,312,1696]	7 4 1
72576.m1	[0,0,0,702,5724]	7 4 1
72576.n1	[0,0,0,312,-1696]	7 4 1
72576.o1	[0,0,0,-468,4464]	7 4 1
72576.p1	[0,0,0,-1053,-15066]	7 4 1
72576.q1	[0,0,0,540,5616]	7 4 1
72576.r1	[0,0,0,15,-26]	7 4 1
72576.s1	[0,0,0,60,-208]	7 4 1
72576.t1	[0,0,0,135,702]	7 4 1
72576.u1	[0,0,0,60,208]	7 4 1
72576.v1	[0,0,0,135,-702]	7 4 1
72576.w1	[0,0,0,540,-5616]	7 4 1
72576.x1	[0,0,0,15,26]	7 4 1
72576.y1	[0,0,0,78,212]	7 4 1
72576.z1	[0,0,0,2808,-45792]	7 4 1
72576.ba1	[0,0,0,-4212,120528]	7 4 1
72576.bb1	[0,0,0,-117,-558]	7 4 1
72576.bc1	[0,0,0,-4212,-120528]	7 4 1
72576.bd1	[0,0,0,-117,558]	7 4 1
72576.be1	[0,0,0,78,-212]	7 4 1
72576.bf1	[0,0,0,2808,45792]	7 4 1
72576.bg1	[0,0,0,-66,212]	7 4 1
72576.bh1	[0,0,0,-2376,-45792]	7 4 1
72576.bi1	[0,0,0,-66,-212]	7 4 1
72576.bj1	[0,0,0,-2376,45792]	7 4 1
72576.bk1	[0,0,0,-22788,1324080]	7 4 1
72576.bl1	[0,0,0,-633,-6130]	7 4 1
72576.bm1	[0,0,0,-22788,-1324080]	7 4 1
72576.bn1	[0,0,0,-633,6130]	7 4 1
84672.a1	[0,0,0,-5292,-2222640]	6 3 2
84672.b1	[0,0,0,-2352,54880]	6 3 2
84672.c1	[0,0,0,1382388,256536560]	6 3 2
84672.d1	[0,0,0,-8232,288120]	6 3 2
84672.e1	[0,0,0,-5292,-529200]	6 3 2
84672.f1	[0,0,0,-28812,6722800]	6 3 2
84672.g1	[0,0,0,-1512,-22680]	6 3 2
84672.h1	[0,0,0,-8232,-288120]	6 3 2
84672.i1	[0,0,0,-5292,529200]	6 3 2
84672.j1	[0,0,0,-28812,-6722800]	6 3 2
84672.k1	[0,0,0,-1512,22680]	6 3 2
84672.l1	[0,0,0,-5292,2222640]	6 3 2
84672.m1	[0,0,0,-2352,-54880]	6 3 2
84672.n1	[0,0,0,1382388,-256536560]	6 3 2
84672.o1	[0,0,0,-751464,-250732314]	6 3 2
84672.o2	[0,0,0,-10584,-240786]	6 3 2
84672.o3	[0,0,0,-4704,124166]	6 3 2
84672.p1	[0,0,0,-16464,537824]	6 3 2
84672.q1	[0,0,0,-3024,-42336]	6 3 2
84672.r1	[0,0,0,4116,-806736]	6 3 2
84672.s1	[0,0,0,756,63504]	6 3 2
84672.t1	[0,0,0,-89964,10520496]	6 3 2
84672.t2	[0,0,0,-42924,-4538576]	6 3 2
84672.t3	[0,0,0,4116,71344]	6 3 2
84672.u1	[0,0,0,-442764,-113398544]	6 3 2
84672.u2	[0,0,0,-301644,-186849936]	6 3 2
84672.u3	[0,0,0,2661876,4518034416]	6 3 2
84672.v1	[0,0,0,-195804,-37192176]	6 3 2
84672.v2	[0,0,0,15876,148176]	6 3 2
84672.w1	[0,0,0,-84,-294]	6 3 2
84672.x1	[0,0,0,-294,686]	6 3 2
84672.y1	[0,0,0,-37044,2722734]	6 3 2
84672.z1	[0,0,0,-519939,-144323424]	6 3 2
84672.ba1	[0,0,0,-59724,5621616]	6 3 2
84672.ba2	[0,0,0,756,33264]	6 3 2
84672.bb1	[0,0,0,-59724,-5621616]	6 3 2
84672.bb2	[0,0,0,756,-33264]	6 3 2
84672.bc1	[0,0,0,-51744,-4489184]	6 3 2
84672.bc2	[0,0,0,-4704,120736]	6 3 2
84672.bd1	[0,0,0,-51744,4489184]	6 3 2
84672.bd2	[0,0,0,-4704,-120736]	6 3 2
84672.be1	[0,0,0,-325164,-71415344]	6 3 2
84672.be2	[0,0,0,4116,-422576]	6 3 2
84672.bf1	[0,0,0,-325164,71415344]	6 3 2
84672.bf2	[0,0,0,4116,422576]	6 3 2
84672.bg1	[0,0,0,-519939,144323424]	6 3 2
84672.bh1	[0,0,0,-84,294]	6 3 2
84672.bi1	[0,0,0,-294,-686]	6 3 2
84672.bj1	[0,0,0,-37044,-2722734]	6 3 2
84672.bk1	[0,0,0,-89964,-10520496]	6 3 2
