label	[a1,a2,a3,a4,a6]	ord_p(N) for p in [2,3,11]
139392.bz2	[0,0,0,-41745,-2776466]	7 2 2
139392.ca1	[0,0,0,-14520,553696]	7 2 2
139392.ca2	[0,0,0,1815,50578]	7 2 2
139392.cb1	[0,0,0,-264990,-5819132]	7 2 2
139392.cb2	[0,0,0,1052700,-46403984]	7 2 2
139392.cc1	[0,0,0,-2105400,1175837344]	7 2 2
139392.cc2	[0,0,0,-128865,19169062]	7 2 2
139392.cd1	[0,0,0,-1059960,-46553056]	7 2 2
139392.cd2	[0,0,0,263175,-5800498]	7 2 2
139392.ce1	[0,0,0,-526350,146979668]	7 2 2
139392.ce2	[0,0,0,-515460,153352496]	7 2 2
139392.cf1	[0,0,0,-3630,69212]	7 2 2
139392.cf2	[0,0,0,7260,404624]	7 2 2
139392.cg1	[0,0,0,-12734040,17489936288]	7 2 2
139392.cg2	[0,0,0,-825825,251604254]	7 2 2
139392.ch1	[0,0,0,-3303300,2012834032]	7 2 2
139392.ch2	[0,0,0,-3183510,2186242036]	7 2 2
139392.ci1	[0,0,0,-10362,-409772]	7 2 2
139392.cj1	[0,0,0,-1253802,-545406532]	7 2 2
139392.ck1	[0,0,0,-1054152,417444192]	7 2 2
139392.cl1	[0,0,0,-8712,313632]	7 2 2
139392.cm1	[0,0,0,-1054152,-417444192]	7 2 2
139392.cn1	[0,0,0,-8712,-313632]	7 2 2
139392.co1	[0,0,0,-10362,409772]	7 2 2
139392.cp1	[0,0,0,-1253802,545406532]	7 2 2
139392.cq1	[0,0,0,-60984,5749920]	7 2 2
139392.cq2	[0,0,0,-1089,215622]	7 2 2
139392.cr1	[0,0,0,-10164,-362032]	7 2 2
139392.cr2	[0,0,0,726,-26620]	7 2 2
139392.cs1	[0,0,0,-119064,14949792]	7 2 2
139392.cs2	[0,0,0,-117249,15452910]	7 2 2
139392.ct1	[0,0,0,-39204,2874960]	7 2 2
139392.ct2	[0,0,0,-6534,-143748]	7 2 2
139392.cu1	[0,0,0,-2904,42592]	7 2 2
139392.cu2	[0,0,0,-1089,-13310]	7 2 2
139392.cv1	[0,0,0,-4220964,-3337828560]	7 2 2
139392.cv2	[0,0,0,-267894,-50455548]	7 2 2
139392.cw1	[0,0,0,-2244,13552]	7 2 2
139392.cw2	[0,0,0,-1254,-16940]	7 2 2
139392.cx1	[0,0,0,-2244,-13552]	7 2 2
139392.cx2	[0,0,0,-1254,16940]	7 2 2
139392.cy1	[0,0,0,-271524,18037712]	7 2 2
139392.cy2	[0,0,0,-151734,-22547140]	7 2 2
139392.cz1	[0,0,0,-271524,-18037712]	7 2 2
139392.cz2	[0,0,0,-151734,22547140]	7 2 2
139392.da1	[0,0,0,-119064,-14949792]	7 2 2
139392.da2	[0,0,0,-117249,-15452910]	7 2 2
139392.db1	[0,0,0,-39204,-2874960]	7 2 2
139392.db2	[0,0,0,-6534,143748]	7 2 2
139392.dc1	[0,0,0,-2904,-42592]	7 2 2
139392.dc2	[0,0,0,-1089,13310]	7 2 2
139392.dd1	[0,0,0,-4220964,3337828560]	7 2 2
139392.dd2	[0,0,0,-267894,50455548]	7 2 2
139392.de1	[0,0,0,-60984,-5749920]	7 2 2
139392.de2	[0,0,0,-1089,-215622]	7 2 2
139392.df1	[0,0,0,-10164,362032]	7 2 2
139392.df2	[0,0,0,726,26620]	7 2 2
139392.dg1	[0,0,0,2904,3872]	7 2 2
139392.dh1	[0,0,0,351384,5153632]	7 2 2
139392.di1	[0,0,0,-66,-2068]	7 2 2
139392.dj1	[0,0,0,-7986,-2752508]	7 2 2
139392.dk1	[0,0,0,-66,-308]	7 2 2
139392.dl1	[0,0,0,-66,308]	7 2 2
139392.dm1	[0,0,0,-7986,-409948]	7 2 2
139392.dn1	[0,0,0,-7986,409948]	7 2 2
139392.do1	[0,0,0,-66,2068]	7 2 2
139392.dp1	[0,0,0,-7986,2752508]	7 2 2
139392.dq1	[0,0,0,2904,-3872]	7 2 2
139392.dr1	[0,0,0,351384,-5153632]	7 2 2
139392.ds1	[0,0,0,-49368,-212960]	7 2 2
139392.ds2	[0,0,0,-33033,2302630]	7 2 2
139392.dt1	[0,0,0,-38478,-2901580]	7 2 2
139392.dt2	[0,0,0,-27588,-4578640]	7 2 2
139392.du1	[0,0,0,-38478,2901580]	7 2 2
139392.du2	[0,0,0,-27588,4578640]	7 2 2
139392.dv1	[0,0,0,-49368,212960]	7 2 2
139392.dv2	[0,0,0,-33033,-2302630]	7 2 2
156816.a1	[0,0,0,-3267,-32670]	4 4 2
156816.b1	[0,0,0,-3267,4671810]	4 4 2
156816.c1	[0,0,0,-395307,43483770]	4 4 2
156816.d1	[0,0,0,726,1331]	4 4 2
156816.e1	[0,0,0,-316899,-91351854]	4 4 2
156816.f1	[0,0,0,-627264,-191472336]	4 4 2
156816.f2	[0,0,0,11616,-1256464]	4 4 2
156816.g1	[0,0,0,-11979,551034]	4 4 2
156816.g2	[0,0,0,75141,-790614]	4 4 2
156816.h1	[0,0,0,-3845259,2902343994]	4 4 2
156816.h2	[0,0,0,-11979,9750906]	4 4 2
156816.i1	[0,0,0,-22869,-1329669]	4 4 2
156816.i2	[0,0,0,-1089,11979]	4 4 2
156816.j1	[0,0,0,-4719,125114]	4 4 2
156816.j2	[0,0,0,9801,646866]	4 4 2
156816.k1	[0,0,0,-31779,-2180574]	4 4 2
156816.k2	[0,0,0,-99,-7326]	4 4 2
156816.l1	[0,0,0,-922322379,10781327821946]	4 4 2
156816.l2	[0,0,0,-841504059,12747781146474]	4 4 2
156816.m1	[0,0,0,-53724,4792931]	4 4 2
156816.m2	[0,0,0,-39204,7438959]	4 4 2
156816.n1	[0,0,0,-316899,-99976734]	4 4 2
156816.n2	[0,0,0,31581,1988514]	4 4 2
156816.o1	[0,0,0,-106491,13375274]	4 4 2
156816.p1	[0,0,0,-891,-58806]	4 4 2
156816.q1	[0,0,0,-165891,26006530]	4 4 2
156816.r1	[0,0,0,-891,26730]	4 4 2
156816.s1	[0,0,0,-107811,-35577630]	4 4 2
156816.t1	[0,0,0,-20072811,-34614691430]	4 4 2
156816.u1	[0,0,0,-156816,-25874640]	4 4 2
156816.v1	[0,0,0,2904,-3700180]	4 4 2
156816.w1	[0,0,0,-107811,78270786]	4 4 2
156816.x1	[0,0,0,-12885411,-17802489694]	4 4 2
156816.y1	[0,0,0,-4864563,4215338226]	4 4 2
156816.z1	[0,0,0,35937,-790614]	4 4 2
156816.ba1	[0,0,0,-363,-1331]	4 4 2
156816.bb1	[0,0,0,14157,1030194]	4 4 2
156816.bc1	[0,0,0,-363,61226]	4 4 2
156816.bd1	[0,0,0,-23958,1449459]	4 4 2
156816.be1	[0,0,0,-1728243,891884466]	4 4 2
156816.bf1	[0,0,0,-43923,-4187326]	4 4 2
156816.bg1	[0,0,0,35937,-8696754]	4 4 2
156816.bh1	[0,0,0,-13068,1006236]	4 4 2
156816.bi1	[0,0,0,-363,18634]	4 4 2
156816.bj1	[0,0,0,297,6534]	4 4 2
156816.bk1	[0,0,0,-363,3146]	4 4 2
156816.bl1	[0,0,0,-198,-1089]	4 4 2
156816.bm1	[0,0,0,-13068,-610929]	4 4 2
156816.bn1	[0,0,0,297,594]	4 4 2
156816.bo1	[0,0,0,-72963,-7594686]	4 4 2
156816.bo2	[0,0,0,188397,487473426]	4 4 2
156816.bp1	[0,0,0,-10395,-362934]	4 4 2
156816.bp2	[0,0,0,-2475,47322]	4 4 2
156816.bq1	[0,0,0,-22275,-1277694]	4 4 2
156816.bq2	[0,0,0,-1155,13442]	4 4 2
156816.br1	[0,0,0,-2695275,1700610714]	4 4 2
156816.br2	[0,0,0,-139755,-17891302]	4 4 2
156816.bs1	[0,0,0,-1257795,483065154]	4 4 2
156816.bs2	[0,0,0,-299475,-62985582]	4 4 2
156816.bt1	[0,0,0,-2085435,1159159914]	4 4 2
156816.bt2	[0,0,0,-1649835,1656911322]	4 4 2
156816.bt3	[0,0,0,-81675,-9415494]	4 4 2
156816.bt4	[0,0,0,5445,-23958]	4 4 2
156816.bu1	[0,0,0,-865755,-673531254]	4 4 2
156816.bu2	[0,0,0,92565,20100762]	4 4 2
156816.bv1	[0,0,0,-96195,24945602]	4 4 2
156816.bv2	[0,0,0,833085,-542720574]	4 4 2
156816.bw1	[0,0,0,-18768915,-31297317678]	4 4 2
156816.bw2	[0,0,0,-183315,-61367086]	4 4 2
156816.bw3	[0,0,0,-9075,348722]	4 4 2
156816.bw4	[0,0,0,49005,646866]	4 4 2
156816.bx1	[0,0,0,-540507,-156123638]	4 4 2
156816.by1	[0,0,0,3993,29282]	4 4 2
156816.bz1	[0,0,0,-3267,35937]	4 4 2
156816.ca1	[0,0,0,127413,-27815238]	4 4 2
156816.cb1	[0,0,0,-3267,-1653102]	4 4 2
156816.cc1	[0,0,0,-215622,-39135393]	4 4 2
156816.cd1	[0,0,0,-192027,-33032758]	4 4 2
156816.ce1	[0,0,0,3993,322102]	4 4 2
156816.cf1	[0,0,0,-395307,113057802]	4 4 2
156816.cg1	[0,0,0,-1452,-37268]	4 4 2
156816.ch1	[0,0,0,-3267,-503118]	4 4 2
156816.ci1	[0,0,0,-3267,-84942]	4 4 2
156816.cj1	[0,0,0,33,-242]	4 4 2
156816.ck1	[0,0,0,-1782,29403]	4 4 2
156816.cl1	[0,0,0,-1452,22627]	4 4 2
156816.cm1	[0,0,0,-656667,205056522]	4 4 2
156816.cm2	[0,0,0,1695573,-13161782502]	4 4 2
156816.cn1	[0,0,0,33,-22]	4 4 2
156816.co1	[0,0,0,-958419,-361132398]	4 4 2
156816.cp1	[0,0,0,-99,2178]	4 4 2
156816.cq1	[0,0,0,-1493019,-702176310]	4 4 2
156816.cr1	[0,0,0,-99,-990]	4 4 2
156816.cs1	[0,0,0,-11979,1317690]	4 4 2
156816.ct1	[0,0,0,-180655299,934596668610]	4 4 2
156816.cu1	[0,0,0,26136,99904860]	4 4 2
156816.cv1	[0,0,0,-17424,958320]	4 4 2
156816.cw1	[0,0,0,-11979,-2898918]	4 4 2
156816.cx1	[0,0,0,-115968699,480667221738]	4 4 2
156816.cy1	[0,0,0,6534,-35937]	4 4 2
156816.cz1	[0,0,0,-35211,3383402]	4 4 2
156816.da1	[0,0,0,-69696,7091568]	4 4 2
156816.da2	[0,0,0,104544,33924528]	4 4 2
156816.db1	[0,0,0,-107811,-14877918]	4 4 2
156816.db2	[0,0,0,8349,29282]	4 4 2
156816.dc1	[0,0,0,-427251,-107494222]	4 4 2
156816.dc2	[0,0,0,-107811,-263274462]	4 4 2
156816.dd1	[0,0,0,-9801,-323433]	4 4 2
156816.dd2	[0,0,0,-2541,49247]	4 4 2
156816.de1	[0,0,0,-42471,-3378078]	4 4 2
156816.de2	[0,0,0,1089,-23958]	4 4 2
156816.df1	[0,0,0,-3531,80762]	4 4 2
156816.df2	[0,0,0,-891,197802]	4 4 2
156816.dg1	[0,0,0,-8300901411,-291095851192542]	4 4 2
156816.dg2	[0,0,0,-93500451,-472140042462]	4 4 2
156816.dh1	[0,0,0,-35211,3702842]	4 4 2
156816.dh2	[0,0,0,284229,-53689878]	4 4 2
156816.di1	[0,0,0,-483516,-129409137]	4 4 2
156816.di2	[0,0,0,-4356,-275517]	4 4 2
156816.dj1	[0,0,0,-363,1210]	4 4 2
156816.dk1	[0,0,0,-363,-173030]	4 4 2
156816.dl1	[0,0,0,-43923,-1610510]	4 4 2
171072.a1	[0,0,0,-1052352,-417247200]	6 5 1
171072.b1	[0,0,0,-95472,-11354400]	6 5 1
171072.c1	[0,0,0,648,3240]	6 5 1
171072.d1	[0,0,0,-972,9720]	6 5 1
171072.e1	[0,0,0,-119232,15846840]	6 5 1
171072.f1	[0,0,0,-119232,-15846840]	6 5 1
171072.g1	[0,0,0,-972,-9720]	6 5 1
171072.h1	[0,0,0,648,-3240]	6 5 1
171072.i1	[0,0,0,-95472,11354400]	6 5 1
171072.j1	[0,0,0,-1052352,417247200]	6 5 1
171072.k1	[0,0,0,-6353964,6164746704]	6 5 1
171072.k2	[0,0,0,-81324,7802064]	6 5 1
171072.l1	[0,0,0,-94284,-11146896]	6 5 1
171072.l2	[0,0,0,756,-58896]	6 5 1
171072.m1	[0,0,0,-29484,2098224]	6 5 1
171072.m2	[0,0,0,2196,-1104]	6 5 1
171072.n1	[0,0,0,-29484,-2098224]	6 5 1
171072.n2	[0,0,0,2196,1104]	6 5 1
171072.o1	[0,0,0,-94284,11146896]	6 5 1
171072.o2	[0,0,0,756,58896]	6 5 1
171072.p1	[0,0,0,-6353964,-6164746704]	6 5 1
171072.p2	[0,0,0,-81324,-7802064]	6 5 1
171072.q1	[0,0,0,6804,1146960]	6 5 1
171072.r1	[0,0,0,6804,-649296]	6 5 1
171072.s1	[0,0,0,-2916,60264]	6 5 1
171072.t1	[0,0,0,-19116,-1017360]	6 5 1
171072.u1	[0,0,0,-1072116,427192056]	6 5 1
171072.v1	[0,0,0,-36,-24]	6 5 1
171072.w1	[0,0,0,-2916,474336]	6 5 1
171072.x1	[0,0,0,-969516,-369060816]	6 5 1
171072.y1	[0,0,0,-1296,-33696]	6 5 1
171072.z1	[0,0,0,54,126]	6 5 1
171072.ba1	[0,0,0,-14796,692664]	6 5 1
171072.bb1	[0,0,0,54,-126]	6 5 1
171072.bc1	[0,0,0,-14796,-692664]	6 5 1
171072.bd1	[0,0,0,-969516,369060816]	6 5 1
171072.be1	[0,0,0,-1296,33696]	6 5 1
171072.bf1	[0,0,0,-2916,-474336]	6 5 1
171072.bg1	[0,0,0,-1072116,-427192056]	6 5 1
171072.bh1	[0,0,0,-36,24]	6 5 1
171072.bi1	[0,0,0,-19116,1017360]	6 5 1
171072.bj1	[0,0,0,-2916,-60264]	6 5 1
171072.bk1	[0,0,0,6804,-1146960]	6 5 1
171072.bl1	[0,0,0,6804,649296]	6 5 1
171072.bm1	[0,0,0,-108,-624]	6 5 1
171072.bn1	[0,0,0,-108,2736]	6 5 1
171072.bo1	[0,0,0,-8748,-312336]	6 5 1
171072.bp1	[0,0,0,-1291788,553587696]	6 5 1
171072.bq1	[0,0,0,-1029708,402159216]	6 5 1
171072.br1	[0,0,0,-21708,1048464]	6 5 1
171072.bs1	[0,0,0,4212,374544]	6 5 1
171072.bt1	[0,0,0,4212,-374544]	6 5 1
171072.bu1	[0,0,0,-1291788,-553587696]	6 5 1
171072.bv1	[0,0,0,-1029708,-402159216]	6 5 1
171072.bw1	[0,0,0,-21708,-1048464]	6 5 1
171072.bx1	[0,0,0,-8748,312336]	6 5 1
171072.by1	[0,0,0,-108,-2736]	6 5 1
171072.bz1	[0,0,0,-108,624]	6 5 1
171072.ca1	[0,0,0,-4860,-130248]	6 5 1
171072.cb1	[0,0,0,-540,4824]	6 5 1
171072.cc1	[0,0,0,-8100,-280584]	6 5 1
171072.cc2	[0,0,0,-180,312]	6 5 1
171072.cd1	[0,0,0,-1620,-8424]	6 5 1
171072.cd2	[0,0,0,-900,10392]	6 5 1
171072.ce1	[0,0,0,-540,4944]	6 5 1
171072.cf1	[0,0,0,-4860,-133488]	6 5 1
171072.cg1	[0,0,0,-4860,133488]	6 5 1
171072.ch1	[0,0,0,-540,-4944]	6 5 1
171072.ci1	[0,0,0,-1620,8424]	6 5 1
171072.ci2	[0,0,0,-900,-10392]	6 5 1
171072.cj1	[0,0,0,-8100,280584]	6 5 1
171072.cj2	[0,0,0,-180,-312]	6 5 1
171072.ck1	[0,0,0,-540,-4824]	6 5 1
171072.cl1	[0,0,0,-4860,130248]	6 5 1
171072.cm1	[0,0,0,-972,-73872]	6 5 1
171072.cn1	[0,0,0,-972,16848]	6 5 1
171072.co1	[0,0,0,-143532,-20503248]	6 5 1
171072.cp1	[0,0,0,-9267372,-10858298832]	6 5 1
171072.cq1	[0,0,0,-2412,-38832]	6 5 1
171072.cr1	[0,0,0,-972,11568]	6 5 1
171072.cs1	[0,0,0,468,-13872]	6 5 1
171072.ct1	[0,0,0,468,13872]	6 5 1
171072.cu1	[0,0,0,-972,-11568]	6 5 1
171072.cv1	[0,0,0,-143532,20503248]	6 5 1
171072.cw1	[0,0,0,-9267372,10858298832]	6 5 1
171072.cx1	[0,0,0,-2412,38832]	6 5 1
171072.cy1	[0,0,0,-972,-16848]	6 5 1
171072.cz1	[0,0,0,-972,73872]	6 5 1
171072.da1	[0,0,0,756,-42480]	6 5 1
171072.db1	[0,0,0,756,24048]	6 5 1
171072.dc1	[0,0,0,-324,-2232]	6 5 1
171072.dd1	[0,0,0,-2124,37680]	6 5 1
171072.de1	[0,0,0,-119124,-15821928]	6 5 1
171072.df1	[0,0,0,-324,648]	6 5 1
171072.dg1	[0,0,0,-8725644,9964642032]	6 5 1
171072.dh1	[0,0,0,-144,1248]	6 5 1
171072.di1	[0,0,0,-324,-17568]	6 5 1
171072.dj1	[0,0,0,486,3402]	6 5 1
171072.dk1	[0,0,0,-133164,18701928]	6 5 1
171072.dl1	[0,0,0,486,-3402]	6 5 1
171072.dm1	[0,0,0,-133164,-18701928]	6 5 1
171072.dn1	[0,0,0,-324,17568]	6 5 1
171072.do1	[0,0,0,-8725644,-9964642032]	6 5 1
171072.dp1	[0,0,0,-144,-1248]	6 5 1
171072.dq1	[0,0,0,-119124,15821928]	6 5 1
171072.dr1	[0,0,0,-324,-648]	6 5 1
171072.ds1	[0,0,0,-2124,-37680]	6 5 1
171072.dt1	[0,0,0,-324,2232]	6 5 1
171072.du1	[0,0,0,756,42480]	6 5 1
171072.dv1	[0,0,0,756,-24048]	6 5 1
171072.dw1	[0,0,0,-731916,-210655728]	6 5 1
171072.dw2	[0,0,0,-705996,-228323952]	6 5 1
171072.dx1	[0,0,0,-3276,-77712]	6 5 1
171072.dx2	[0,0,0,19764,29808]	6 5 1
171072.dy1	[0,0,0,-10476,412848]	6 5 1
171072.dy2	[0,0,0,6804,1590192]	6 5 1
171072.dz1	[0,0,0,-10476,-412848]	6 5 1
171072.dz2	[0,0,0,6804,-1590192]	6 5 1
171072.ea1	[0,0,0,-3276,77712]	6 5 1
171072.ea2	[0,0,0,19764,-29808]	6 5 1
171072.eb1	[0,0,0,-731916,210655728]	6 5 1
171072.eb2	[0,0,0,-705996,228323952]	6 5 1
171072.ec1	[0,0,0,-116928,15453600]	6 5 1
171072.ed1	[0,0,0,72,-120]	6 5 1
171072.ee1	[0,0,0,-859248,306568800]	6 5 1
171072.ef1	[0,0,0,-108,-360]	6 5 1
171072.eg1	[0,0,0,-13248,-586920]	6 5 1
171072.eh1	[0,0,0,-13248,586920]	6 5 1
171072.ei1	[0,0,0,-108,360]	6 5 1
171072.ej1	[0,0,0,-859248,-306568800]	6 5 1
171072.ek1	[0,0,0,72,120]	6 5 1
171072.el1	[0,0,0,-116928,-15453600]	6 5 1
209088.a1	[0,0,0,-3267,-718740]	6 3 2
209088.b1	[0,0,0,-52272,-5749920]	6 3 2
209088.c1	[0,0,0,-22572,-1306800]	6 3 2
209088.d1	[0,0,0,1188,23760]	6 3 2
209088.e1	[0,0,0,143748,31624560]	6 3 2
209088.f1	[0,0,0,-2731212,-1739350800]	6 3 2
209088.g1	[0,0,0,-22572,1306800]	6 3 2
209088.h1	[0,0,0,1188,-23760]	6 3 2
209088.i1	[0,0,0,143748,-31624560]	6 3 2
209088.j1	[0,0,0,-2731212,1739350800]	6 3 2
209088.k1	[0,0,0,-3267,718740]	6 3 2
209088.l1	[0,0,0,-52272,5749920]	6 3 2
209088.m1	[0,0,0,-98604,-11913264]	6 3 2
209088.m2	[0,0,0,-3564,61776]	6 3 2
209088.n1	[0,0,0,91476,21700624]	6 3 2
209088.o1	[0,0,0,91476,1724976]	6 3 2
209088.p1	[0,0,0,-11931084,-15856554384]	6 3 2
209088.p2	[0,0,0,-431244,82223856]	6 3 2
209088.q1	[0,0,0,-3567564,-2593618544]	6 3 2
209088.q2	[0,0,0,-2754444,-3806468336]	6 3 2
209088.r1	[0,0,0,-431244,107523504]	6 3 2
209088.s1	[0,0,0,-24684,1492656]	6 3 2
209088.t1	[0,0,0,-2986764,1986725136]	6 3 2
209088.u1	[0,0,0,-3564,80784]	6 3 2
209088.v1	[0,0,0,-953964,-475518384]	6 3 2
209088.v2	[0,0,0,-24684,1512016]	6 3 2
209088.v3	[0,0,0,91476,7474896]	6 3 2
209088.w1	[0,0,0,-431244,-487018224]	6 3 2
209088.x1	[0,0,0,-431244,487018224]	6 3 2
209088.y1	[0,0,0,-3564,-365904]	6 3 2
209088.z1	[0,0,0,-3564,365904]	6 3 2
209088.ba1	[0,0,0,-953964,475518384]	6 3 2
209088.ba2	[0,0,0,-24684,-1512016]	6 3 2
209088.ba3	[0,0,0,91476,-7474896]	6 3 2
209088.bb1	[0,0,0,-431244,-107523504]	6 3 2
209088.bc1	[0,0,0,-2986764,-1986725136]	6 3 2
209088.bd1	[0,0,0,-24684,-1492656]	6 3 2
209088.be1	[0,0,0,-3564,-80784]	6 3 2
209088.bf1	[0,0,0,-98604,11913264]	6 3 2
209088.bf2	[0,0,0,-3564,-61776]	6 3 2
209088.bg1	[0,0,0,91476,-21700624]	6 3 2
209088.bh1	[0,0,0,91476,-1724976]	6 3 2
209088.bi1	[0,0,0,-11931084,15856554384]	6 3 2
209088.bi2	[0,0,0,-431244,-82223856]	6 3 2
209088.bj1	[0,0,0,-3567564,2593618544]	6 3 2
209088.bj2	[0,0,0,-2754444,3806468336]	6 3 2
209088.bk1	[0,0,0,10164,404624]	6 3 2
209088.bl1	[0,0,0,-13431,-606936]	6 3 2
209088.bm1	[0,0,0,-287496,-60086664]	6 3 2
209088.bn1	[0,0,0,-726,7986]	6 3 2
209088.bo1	[0,0,0,-2376,-45144]	6 3 2
209088.bp1	[0,0,0,-4356,114466]	6 3 2
209088.bq1	[0,0,0,-1267596,579016944]	6 3 2
209088.br1	[0,0,0,-47916,-4450864]	6 3 2
209088.bs1	[0,0,0,300564,314834256]	6 3 2
209088.bt1	[0,0,0,6534,-71874]	6 3 2
209088.bu1	[0,0,0,36368244,419044394736]	6 3 2
209088.bv1	[0,0,0,-396,-3344]	6 3 2
209088.bw1	[0,0,0,104544,35649504]	6 3 2
209088.bx1	[0,0,0,-10676556,-89619978096]	6 3 2
209088.by1	[0,0,0,-4356,-114466]	6 3 2
209088.bz1	[0,0,0,-1267596,-579016944]	6 3 2
209088.ca1	[0,0,0,-47916,4450864]	6 3 2
209088.cb1	[0,0,0,300564,-314834256]	6 3 2
209088.cc1	[0,0,0,6534,71874]	6 3 2
209088.cd1	[0,0,0,36368244,-419044394736]	6 3 2
209088.ce1	[0,0,0,-396,3344]	6 3 2
209088.cf1	[0,0,0,104544,-35649504]	6 3 2
209088.cg1	[0,0,0,-10676556,89619978096]	6 3 2
209088.ch1	[0,0,0,-13431,606936]	6 3 2
209088.ci1	[0,0,0,-287496,60086664]	6 3 2
209088.cj1	[0,0,0,-726,-7986]	6 3 2
209088.ck1	[0,0,0,-2376,45144]	6 3 2
209088.cl1	[0,0,0,10164,-404624]	6 3 2
209088.cm1	[0,0,0,-71148,7687856]	6 3 2
209088.cn1	[0,0,0,-13068,-1724976]	6 3 2
209088.co1	[0,0,0,-13068,-9774864]	6 3 2
209088.cp1	[0,0,0,-7788,-182864]	6 3 2
209088.cq1	[0,0,0,-942348,-243391984]	6 3 2
209088.cr1	[0,0,0,-1581228,487018224]	6 3 2
209088.cs1	[0,0,0,-1581228,-487018224]	6 3 2
209088.ct1	[0,0,0,-13068,365904]	6 3 2
209088.cu1	[0,0,0,-13068,-365904]	6 3 2
209088.cv1	[0,0,0,-7788,182864]	6 3 2
209088.cw1	[0,0,0,-942348,243391984]	6 3 2
209088.cx1	[0,0,0,-13068,1724976]	6 3 2
209088.cy1	[0,0,0,-13068,9774864]	6 3 2
209088.cz1	[0,0,0,-71148,-7687856]	6 3 2
209088.da1	[0,0,0,0,-42592]	6 3 2
209088.da2	[0,0,0,0,1149984]	6 3 2
209088.db1	[0,0,0,0,-117128]	6 3 2
209088.db2	[0,0,0,0,3162456]	6 3 2
209088.dc1	[0,0,0,0,-88]	6 3 2
209088.dc2	[0,0,0,0,2376]	6 3 2
209088.dd1	[0,0,0,0,-594]	6 3 2
209088.dd2	[0,0,0,0,22]	6 3 2
209088.de1	[0,0,0,0,-104544]	6 3 2
209088.de2	[0,0,0,0,3872]	6 3 2
209088.df1	[0,0,0,-166320,26107488]	6 3 2
209088.dg1	[0,0,0,-18480,-966944]	6 3 2
209088.dh1	[0,0,0,-2236080,-1287002464]	6 3 2
209088.di1	[0,0,0,-20124720,34749066528]	6 3 2
209088.dj1	[0,0,0,0,-139148064]	6 3 2
209088.dj2	[0,0,0,0,5153632]	6 3 2
209088.dk1	[0,0,0,0,-790614]	6 3 2
209088.dk2	[0,0,0,0,29282]	6 3 2
209088.dl1	[0,0,0,79860,48959504]	6 3 2
209088.dm1	[0,0,0,5940,-993168]	6 3 2
209088.dn1	[0,0,0,718740,-1321906608]	6 3 2
209088.do1	[0,0,0,660,36784]	6 3 2
209088.dp1	[0,0,0,0,-34787016]	6 3 2
209088.dp2	[0,0,0,0,1288408]	6 3 2
209088.dq1	[0,0,0,-65340,7474896]	6 3 2
209088.dq2	[0,0,0,457380,-40824432]	6 3 2
209088.dr1	[0,0,0,-7260,-276848]	6 3 2
209088.dr2	[0,0,0,50820,1512016]	6 3 2
209088.ds1	[0,0,0,-7906140,-8557605936]	6 3 2
209088.dt1	[0,0,0,-29040,-5494368]	6 3 2
209088.du1	[0,0,0,-261360,148347936]	6 3 2
209088.dv1	[0,0,0,-878460,316948368]	6 3 2
209088.dw1	[0,0,0,-7260,238128]	6 3 2
209088.dx1	[0,0,0,-65340,-6429456]	6 3 2
209088.dy1	[0,0,0,-130680,-18184122]	6 3 2
209088.dy2	[0,0,0,-14520,673486]	6 3 2
209088.dy3	[0,0,0,0,-71874]	6 3 2
209088.dy4	[0,0,0,0,2662]	6 3 2
209088.dz1	[0,0,0,0,-26136]	6 3 2
209088.dz2	[0,0,0,0,968]	6 3 2
209088.ea1	[0,0,0,0,-1288408]	6 3 2
209088.ea2	[0,0,0,0,34787016]	6 3 2
209088.eb1	[0,0,0,-65340,-7474896]	6 3 2
209088.eb2	[0,0,0,457380,40824432]	6 3 2
209088.ec1	[0,0,0,-7260,276848]	6 3 2
209088.ec2	[0,0,0,50820,-1512016]	6 3 2
209088.ed1	[0,0,0,-7906140,8557605936]	6 3 2
209088.ee1	[0,0,0,-261360,-148347936]	6 3 2
209088.ef1	[0,0,0,-29040,5494368]	6 3 2
209088.eg1	[0,0,0,-878460,-316948368]	6 3 2
209088.eh1	[0,0,0,-7260,-238128]	6 3 2
209088.ei1	[0,0,0,-65340,6429456]	6 3 2
209088.ej1	[0,0,0,-130680,18184122]	6 3 2
209088.ej2	[0,0,0,-14520,-673486]	6 3 2
209088.ej3	[0,0,0,0,-2662]	6 3 2
209088.ej4	[0,0,0,0,71874]	6 3 2
209088.ek1	[0,0,0,0,-968]	6 3 2
209088.ek2	[0,0,0,0,26136]	6 3 2
209088.el1	[0,0,0,5940,993168]	6 3 2
209088.em1	[0,0,0,79860,-48959504]	6 3 2
209088.en1	[0,0,0,660,-36784]	6 3 2
209088.eo1	[0,0,0,718740,1321906608]	6 3 2
209088.ep1	[0,0,0,0,-22]	6 3 2
209088.ep2	[0,0,0,0,594]	6 3 2
209088.eq1	[0,0,0,0,-3872]	6 3 2
209088.eq2	[0,0,0,0,104544]	6 3 2
209088.er1	[0,0,0,-166320,-26107488]	6 3 2
209088.es1	[0,0,0,-18480,966944]	6 3 2
209088.et1	[0,0,0,-2236080,1287002464]	6 3 2
209088.eu1	[0,0,0,-20124720,-34749066528]	6 3 2
209088.ev1	[0,0,0,0,-5153632]	6 3 2
209088.ev2	[0,0,0,0,139148064]	6 3 2
